Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
20,Yes,Unknown,1097.0, Research & Development ,16,High School,Unknown,High,Female,98.0,Low,Entry Level, Research Scientist ,Very Low,Unknown,2600.0,18275,1,Yes,15,"3,0",Very Low,Zero,1.0,2,"3,0",1,0,0,No
42,No,Unknown,265.0, Research & Development ,5,Secondary,"1029,0",High,Male,90.0,Medium,Director, Manager ,Medium,Unknown,18303.0,7770,6,No,13,"3,0",Low,Zero,21.0,3,"4,0",1,0,0,Yes
50,No,Travel Rarely,804.0, Research & Development ,9,High School,Unknown,Very Low,Male,64.0,Medium,Entry Level, Laboratory Technician ,High,Married,2380.0,20165,4,No,18,"3,0",Low,Zero,8.0,5,"3,0",1,0,0,Yes
37,Yes,Travel Rarely,1141.0, Research & Development ,11,Secondary,"1033,0",Very Low,Female,61.0,Very Low,Assistant, Healthcare Representative ,Low,Unknown,4777.0,14382,5,No,15,"3,0",Very Low,Zero,15.0,2,"1,0",1,0,0,Yes
38,No,Unknown,802.0852348993288, Research & Development ,3,Bachelor's,Unknown,Low,Male,42.0,Medium,Assistant, Sales Executive ,High,Unknown,10169.44413552345,4981,8,Yes,12,"3,0",Medium,Zero,19.0,1,"3,0",1,0,0,No
36,Yes,Unknown,660.0, Research & Development ,15,High School,"1052,0",Very Low,Male,81.0,Medium,Assistant, Laboratory Technician ,Medium,Divorced,5129.219552421579,7858,7,No,14,"3,0",Low,Low,9.0,3,"2,0",1,0,0,Yes
28,No,Travel Rarely,1144.0, Sales ,10,Primary,"1056,0",High,Male,74.0,Medium,Entry Level, Sales Representative ,Low,Married,1052.0,23384,1,No,22,"4,0",Low,Zero,2.9441730903744663,5,"3,0",1,0,0,Yes
43,No,Unknown,415.0, Research & Development ,25,High School,"1076,0",Medium,Male,66.0281045751634,Low,Coordinator, Sales Executive ,High,Unknown,9665.421677213262,5268,5,No,13,"3,0",Medium,Low,18.0,5,"3,0",1,0,0,Yes
21,Yes,Travel Rarely,1334.0, Research & Development ,10,High School,"1079,0",Medium,Female,36.0,Low,Entry Level, Laboratory Technician ,Very Low,Single,1097.039885940082,17258,1,No,13,"3,0",Very Low,Zero,1.0,6,"2,0",1,1,0,Yes
51,Yes,Travel Rarely,1323.0, Research & Development ,4,Bachelor's,"1081,0",Very Low,Male,34.0,Medium,Entry Level, Research Scientist ,Medium,Married,2461.0,10332,9,No,12,"3,0",Medium,High,18.0,2,"4,0",10,2,7,No
37,No,Unknown,309.0, Sales ,10,Bachelor's,"1105,0",High,Female,88.0,Low,Assistant, Sales Executive ,High,Divorced,4625.197094111392,24223,2,Yes,14,"3,0",Medium,High,8.0,5,"3,0",1,0,0,No
28,Yes,Unknown,1009.0, Research & Development ,1,High School,"1111,0",Very Low,Male,45.0,Low,Entry Level, Laboratory Technician ,Low,Divorced,2596.0,7160,1,No,15,"3,0",Very Low,Medium,5.420168400598606,2,"3,0",1,0,0,No
50,Yes,Unknown,802.0852348993288, Research & Development ,1,Bachelor's,"1113,0",High,Male,81.0,Medium,Assistant, Sales Executive ,Medium,Single,4728.0,17251,3,Yes,14,"3,0",High,Zero,5.0,4,"3,0",0,0,0,Yes
34,No,Unknown,697.0, Research & Development ,3,Bachelor's,"1115,0",Medium,Male,40.0,Low,Entry Level, Research Scientist ,High,Unknown,3617.1521774910175,22478,3,No,17,"3,0",High,High,6.0,2,"3,0",0,0,0,Yes
38,No,Travel Rarely,130.0, Research & Development ,2,Secondary,"1125,0",High,Male,32.0,Medium,Coordinator, Sales Executive ,Low,Single,7351.0,20619,7,No,16,"3,0",Medium,Zero,13.045400071658053,2,"3,0",1,0,0,Yes
42,No,Unknown,188.0, Research & Development ,29,High School,Unknown,Low,Male,56.0,Very Low,Assistant, Laboratory Technician ,High,Unknown,8657.376760592888,9558,4,No,19,"3,0",Very Low,Zero,16.0,3,"3,0",1,0,0,No
18,Yes,Unknown,247.0, Research & Development ,8,Primary,"1156,0",Medium,Male,80.0,Medium,Entry Level, Laboratory Technician ,Medium,Single,6399.663530605464,13556,1,No,12,"3,0",High,Zero,11.52060986020989,0,"3,0",0,0,0,Yes
41,No,Unknown,167.0, Research & Development ,12,Bachelor's,"1158,0",Low,Male,46.0,Medium,Entry Level, Laboratory Technician ,High,Unknown,4766.0,9051,3,Yes,11,"3,0",Very Low,Low,6.0,4,"3,0",1,0,0,No
35,No,Travel Rarely,982.0, Research & Development ,1,Bachelor's,"1172,0",High,Male,58.0,Low,Entry Level, Laboratory Technician ,Medium,Unknown,2258.0,16340,6,No,12,"3,0",Low,Low,4.87814352051068,2,"3,0",8,1,7,Yes
32,No,Unknown,862.0, Sales ,2,Primary,"1190,0",Medium,Female,76.0,Medium,Entry Level, Sales Representative ,Very Low,Unknown,2827.0,14947,1,No,12,"3,0",Medium,High,1.0,3,"3,0",1,0,0,Yes
22,Yes,Unknown,1256.0, Research & Development ,3,Bachelor's,Unknown,Medium,Male,48.0,Low,Entry Level, Research Scientist ,High,Married,2853.0,4223,0,Yes,11,"3,0",Low,Low,1.0,5,"3,0",0,0,0,Yes
44,No,Non Travel,111.0, Research & Development ,26,High School,"1206,0",Low,Male,74.0,Very Low,Entry Level, Research Scientist ,Medium,Single,2290.0,4279,2,No,13,"3,0",High,Zero,6.0,3,"3,0",0,0,0,Yes
41,Yes,Non Travel,906.0, Research & Development ,5,Secondary,"1210,0",Very Low,Male,95.0,Low,Entry Level, Research Scientist ,Very Low,Unknown,2107.0,20293,6,No,17,"3,0",Very Low,Low,5.0,2,"1,0",1,0,0,Yes
40,No,Travel Frequently,1184.0, Research & Development ,2,Bachelor's,Unknown,Low,Male,62.0,Medium,Assistant, Sales Executive ,Low,Unknown,6399.663530605464,25440,5,No,12,"3,0",High,High,11.52060986020989,2,"3,0",0,0,0,No
24,Yes,Unknown,984.0, Research & Development ,17,Secondary,Unknown,High,Female,97.0,Medium,Entry Level, Laboratory Technician ,Low,Unknown,2210.0,3372,1,No,13,"3,0",Very Low,Low,1.0,3,"1,0",1,0,0,Yes
42,No,Travel Frequently,458.0, Research & Development ,26,Postgraduate,"1242,0",Very Low,Female,60.0,Medium,Coordinator, Research Director ,Very Low,Married,13191.0,23281,3,Yes,17,"3,0",Medium,Zero,22.410563680277853,6,"3,0",1,0,0,No
49,No,Unknown,1098.0, Research & Development ,4,Secondary,"1256,0",Very Low,Male,85.0,Low,Director, Manager ,Medium,Married,12185.533968764199,12124,2,No,13,"3,0",Medium,Low,23.0,2,"4,0",1,0,0,Yes
48,No,Travel Rarely,969.0, Research & Development ,2,Secondary,"1258,0",High,Male,76.0,High,Entry Level, Laboratory Technician ,Low,Single,4121.174635801204,16620,5,No,11,"3,0",Medium,Zero,7.0,4,"2,0",1,0,0,Yes
29,No,Travel Rarely,1329.0, Research & Development ,7,High School,"1260,0",Medium,Male,82.0,Medium,Assistant, Healthcare Representative ,High,Unknown,3617.1521774910175,4204,1,No,11,"3,0",Low,Medium,6.0,2,"3,0",6,1,0,Yes
48,No,Unknown,715.0, Research & Development ,1,High School,"1263,0",High,Male,76.0,Low,Director, Research Director ,High,Single,18265.0,8733,6,No,12,"3,0",Medium,Zero,30.5473513772191,3,"4,0",1,0,0,Yes
34,No,Unknown,1320.0, Research & Development ,20,High School,Unknown,Medium,Female,89.0,High,Entry Level, Research Scientist ,Medium,Unknown,1601.0623442502692,21643,0,No,17,"3,0",High,Zero,2.0,5,"2,0",1,0,0,Yes
19,No,Unknown,265.0, Research & Development ,25,High School,"1269,0",Low,Female,57.0,High,Entry Level, Research Scientist ,High,Single,1097.039885940082,21221,1,No,12,"3,0",High,Zero,1.0,2,"3,0",1,0,1,Yes
23,No,Unknown,373.0, Research & Development ,1,Secondary,"1270,0",High,Male,47.0,Medium,Entry Level, Research Scientist ,Medium,Unknown,1097.039885940082,16901,1,No,22,"4,0",High,Low,1.0,2,"3,0",1,0,1,No
25,Yes,Travel Frequently,599.0, Research & Development ,32,Primary,"1273,0",Medium,Male,73.0,Very Low,Entry Level, Sales Representative ,High,Single,1118.0,8040,1,Yes,14,"3,0",High,Zero,1.0,4,"3,0",1,1,0,Yes
42,No,Unknown,603.0, Research & Development ,34,Bachelor's,Unknown,Low,Female,78.0,High,Assistant, Research Scientist ,Low,Married,2372.0,5628,6,Yes,16,"3,0",High,Zero,18.0,2,"3,0",1,0,0,No
51,No,Travel Frequently,968.0, Research & Development ,6,Secondary,Unknown,Low,Female,40.0,Low,Entry Level, Laboratory Technician ,Medium,Single,2838.0,4257,0,No,14,"3,0",Low,Zero,8.0,6,"2,0",7,7,7,No
45,No,Travel Frequently,364.0, Research & Development ,25,High School,"1306,0",Low,Female,66.0281045751634,Medium,Director, Manager ,Low,Unknown,18061.0,13035,3,No,22,"4,0",Medium,Zero,22.0,4,"3,0",0,0,0,No
27,No,Unknown,1291.0, Research & Development ,11,High School,"1364,0",Medium,Female,98.0,High,Entry Level, Sales Representative ,High,Married,3113.1297191808303,6527,8,No,14,"3,0",Low,Low,5.0,4,"3,0",1,0,0,Yes
18,No,Non Travel,1124.0, Research & Development ,1,High School,"1368,0",High,Female,97.0,Medium,Entry Level, Laboratory Technician ,High,Single,1611.0,19305,1,No,15,"3,0",Medium,Zero,0.0,5,"4,0",0,0,0,No
31,Yes,Travel Frequently,703.0, Research & Development ,2,High School,"1379,0",Medium,Female,90.0,Low,Entry Level, Sales Representative ,High,Single,2105.0848025604564,11882,7,No,14,"3,0",Medium,Zero,3.0,3,"4,0",1,0,0,Yes
31,Yes,Travel Frequently,802.0852348993288, Research & Development ,1,Bachelor's,"1427,0",Low,Female,50.0,Very Low,Entry Level, Sales Representative ,Medium,Single,6399.663530605464,16154,1,No,12,"3,0",Low,Zero,11.52060986020989,3,"3,0",1,0,0,No
31,Yes,Travel Rarely,202.0, Research & Development ,8,High School,"1433,0",Very Low,Female,34.0,Low,Entry Level, Research Scientist ,Low,Unknown,6399.663530605464,22262,1,No,12,"3,0",Medium,Zero,11.52060986020989,3,"4,0",1,0,0,No
27,No,Travel Rarely,1377.0, Research & Development ,11,Primary,"1434,0",Low,Male,91.0,Medium,Entry Level, Laboratory Technician ,Very Low,Married,3617.1521774910175,7679,0,No,14,"3,0",Low,Zero,6.0,3,"4,0",5,1,4,No
39,Yes,Unknown,592.0, Research & Development ,2,High School,"1458,0",Very Low,Female,54.0,Low,Entry Level, Laboratory Technician ,Very Low,Single,6137.264469041953,17181,2,Yes,23,"4,0",Low,Zero,11.0,2,"4,0",1,0,0,Yes
44,No,Travel Frequently,383.0, Research & Development ,1,Postgraduate,"1481,0",Very Low,Female,79.0,Medium,Assistant, Sales Executive ,Medium,Married,4768.0,9282,7,No,12,"3,0",Medium,Low,11.0,4,"2,0",1,0,0,No
30,No,Unknown,990.0, Research & Development ,25,High School,"1482,0",Low,Male,66.0281045751634,Medium,Entry Level, Research Scientist ,Medium,Unknown,1274.0,7152,1,No,13,"3,0",Low,Medium,1.0,2,"2,0",1,0,0,No
35,No,Travel Rarely,660.0, Research & Development ,26,Primary,Unknown,High,Male,76.0,Medium,Entry Level, Sales Representative ,Medium,Unknown,2404.0,16192,1,No,13,"3,0",Very Low,Low,1.0,3,"3,0",1,0,0,Yes
24,Yes,Travel Frequently,381.0, Research & Development ,9,High School,"1494,0",Low,Male,89.0,Medium,Entry Level, Laboratory Technician ,Very Low,Unknown,6399.663530605464,16998,2,No,11,"3,0",Medium,Zero,11.52060986020989,2,"2,0",0,0,0,No
24,No,Unknown,830.0, Research & Development ,13,Secondary,Unknown,High,Female,78.0,Medium,Entry Level, Sales Representative ,Low,Married,2033.0,7103,1,No,13,"3,0",Medium,Low,1.0,2,"3,0",1,0,0,Yes
28,Yes,Unknown,289.0, Research & Development ,2,Secondary,"1504,0",Medium,Male,66.0281045751634,Low,Entry Level, Laboratory Technician ,Very Low,Single,2561.0,5355,7,No,11,"3,0",Medium,Zero,8.0,2,"2,0",0,0,0,Yes
28,No,Travel Rarely,1423.0, Research & Development ,1,High School,Unknown,Very Low,Male,72.0,Low,Entry Level, Research Scientist ,Medium,Unknown,1563.0,12530,1,No,14,"3,0",High,Low,1.0,2,"1,0",1,0,0,No
33,No,Unknown,516.0, Research & Development ,8,Postgraduate,"1515,0",High,Male,69.0,Medium,Assistant, Healthcare Representative ,Medium,Unknown,6388.0,22049,2,No,17,"3,0",Very Low,Zero,14.0,6,"3,0",0,0,0,Yes
39,No,Travel Rarely,1089.0, Research & Development ,6,High School,"1525,0",Low,Female,32.0,Medium,Coordinator, Manufacturing Director ,Low,Single,8376.0,9150,4,No,18,"3,0",High,Zero,9.0,3,"3,0",2,2,2,No
42,No,Unknown,1210.0, Research & Development ,2,High School,"1542,0",Medium,Male,68.0,Low,Entry Level, Laboratory Technician ,Low,Married,4841.0,24052,4,No,14,"3,0",Low,Low,9.02030406863824,3,"3,0",1,0,0,Yes
29,No,Travel Rarely,598.0, Research & Development ,9,High School,"1558,0",Medium,Male,91.0,High,Entry Level, Research Scientist ,Medium,Married,6399.663530605464,22376,6,No,18,"3,0",Very Low,Medium,11.52060986020989,2,"2,0",1,0,0,No
35,No,Travel Rarely,992.0, Research & Development ,1,High School,"1564,0",High,Male,68.0,Low,Entry Level, Laboratory Technician ,Very Low,Unknown,6399.663530605464,21731,1,No,19,"3,0",Low,Zero,11.52060986020989,3,"3,0",3,1,2,No
35,Yes,Travel Rarely,104.0, Research & Development ,14,High School,Unknown,Very Low,Female,69.0,Medium,Entry Level, Laboratory Technician ,Very Low,Unknown,2074.0,26619,1,No,12,"3,0",High,Low,1.0,2,"3,0",1,0,0,Yes
34,No,Unknown,479.0, Research & Development ,13,Bachelor's,"1577,0",Very Low,Male,35.0,Medium,Entry Level, Research Scientist ,High,Single,2972.0,22061,1,No,13,"3,0",Medium,Zero,6.023130989098785,4,"3,0",1,0,0,No
26,No,Travel Rarely,474.0, Research & Development ,3,High School,"1581,0",Very Low,Female,89.0,Medium,Entry Level, Research Scientist ,High,Unknown,1097.039885940082,11133,1,No,21,"4,0",Very Low,Zero,1.0,5,"3,0",1,0,0,Yes
36,No,Travel Rarely,884.0, Research & Development ,1,Bachelor's,Unknown,Low,Female,73.0,Medium,Assistant, Sales Executive ,Medium,Single,6815.0,21447,6,No,13,"3,0",Very Low,Zero,12.18585765826418,5,"3,0",1,0,0,Yes
50,No,Unknown,264.0, Research & Development ,24,High School,"1591,0",Low,Male,59.0,Medium,Director, Manager ,Medium,Married,6399.663530605464,19519,4,Yes,16,"3,0",Medium,Low,11.52060986020989,2,"3,0",1,0,0,No
42,No,Travel Rarely,1059.0, Research & Development ,9,Secondary,Unknown,High,Male,93.0,Low,Director, Manager ,High,Unknown,12689.556427074385,26362,8,No,22,"4,0",High,Zero,24.0,2,"3,0",1,0,1,No
35,No,Unknown,1349.0, Research & Development ,7,Secondary,"1601,0",Medium,Male,63.0,Low,Entry Level, Laboratory Technician ,High,Unknown,2690.0,7713,1,No,18,"3,0",High,Low,5.570909047723651,5,"2,0",1,0,1,No
46,No,Travel Rarely,563.0, Research & Development ,1,Bachelor's,"1602,0",High,Male,56.0,High,Manager, Manager ,Very Low,Unknown,17567.0,3156,1,No,15,"3,0",Low,Zero,27.0,5,"1,0",26,0,12,No
18,Yes,Travel Frequently,544.0, Sales ,3,Secondary,"1624,0",Low,Female,70.0,Medium,Entry Level, Sales Representative ,High,Single,1569.0,18420,1,Yes,12,"3,0",Medium,Zero,0.0,2,"4,0",0,0,0,Yes
29,No,Unknown,991.0, Research & Development ,5,High School,"1669,0",Very Low,Male,43.0,Low,Assistant, Sales Executive ,Low,Divorced,4187.0,3356,1,Yes,13,"3,0",Low,Low,10.0,3,"2,0",10,0,9,Yes
31,No,Unknown,1112.0, Research & Development ,5,Bachelor's,"1673,0",Very Low,Female,67.0,Medium,Assistant, Sales Executive ,High,Unknown,5633.242010731766,22589,1,No,11,"3,0",Very Low,Medium,10.0,2,"3,0",10,0,2,Yes
41,No,Travel Rarely,1206.0, Research & Development ,23,Secondary,"1678,0",High,Male,80.0,Medium,Coordinator, Sales Executive ,Medium,Single,11177.489052143825,11591,3,No,16,"3,0",High,Zero,21.0,2,"3,0",2,0,2,Yes
38,No,Travel Rarely,1495.0, Research & Development ,4,Secondary,Unknown,High,Female,87.0,Medium,Entry Level, Laboratory Technician ,Medium,Unknown,3306.0,26176,7,No,19,"3,0",High,Low,7.0,5,"3,0",0,0,0,Yes
32,Yes,Travel Rarely,1259.0, Research & Development ,2,Bachelor's,Unknown,High,Male,95.0,Medium,Entry Level, Laboratory Technician ,Low,Single,1393.0,24852,1,No,12,"3,0",Very Low,Zero,1.0,2,"3,0",1,0,0,Yes
60,No,Unknown,802.0852348993288, Research & Development ,1,Bachelor's,"1697,0",Medium,Male,92.0,Very Low,Coordinator, Healthcare Representative ,High,Divorced,10883.0,20467,3,No,20,"4,0",Medium,Low,19.0,2,"4,0",1,0,0,No
24,Yes,Unknown,240.0, Research & Development ,22,Primary,"1714,0",High,Male,58.0,Very Low,Entry Level, Human Resources ,Medium,Married,1097.039885940082,11585,1,No,11,"3,0",Medium,Low,1.0,2,"3,0",1,0,0,Yes
40,No,Travel Rarely,369.0, Research & Development ,8,Secondary,"1724,0",Low,Female,92.0,Medium,Assistant, Manufacturing Director ,Very Low,Unknown,9665.421677213262,5041,2,Yes,16,"3,0",Low,Low,18.0,3,"3,0",1,0,0,Yes
30,No,Travel Rarely,793.0, Research & Development ,21,Primary,Unknown,Low,Male,33.0,Medium,Entry Level, Research Scientist ,High,Married,2862.0,3811,1,No,12,"3,0",Low,Low,10.0,2,"2,0",10,0,8,Yes
47,No,Non Travel,543.0, Research & Development ,2,Bachelor's,"1731,0",Medium,Male,87.0,Medium,Assistant, Sales Executive ,Low,Unknown,2609.1072608706436,3536,7,No,11,"3,0",High,Low,4.0,3,"1,0",1,0,0,Yes
32,Yes,Travel Rarely,964.0, Sales ,1,Secondary,Unknown,Very Low,Male,66.0281045751634,Very Low,Assistant, Sales Executive ,Low,Single,6735.0,12147,6,No,15,"3,0",Low,Zero,10.0,2,"3,0",0,0,0,No
45,No,Travel Rarely,176.0, Research & Development ,41,High School,"1744,0",High,Female,56.0,Very Low,Coordinator, Human Resources ,Medium,Married,9756.0,6595,4,No,21,"4,0",Medium,Medium,9.0,2,"4,0",5,0,3,Yes
34,No,Unknown,181.0, Research & Development ,2,Bachelor's,"1755,0",High,Male,97.0,High,Entry Level, Research Scientist ,High,Married,3617.1521774910175,5586,0,Yes,14,"3,0",Very Low,High,6.0,3,"3,0",5,1,2,No
33,Yes,Unknown,211.0, Research & Development ,16,High School,"1758,0",Very Low,Female,74.0,Medium,Coordinator, Sales Executive ,Very Low,Unknown,6399.663530605464,10092,2,Yes,20,"4,0",Medium,Zero,11.52060986020989,2,"2,0",0,0,0,Yes
31,Yes,Travel Rarely,1079.0, Research & Development ,16,Bachelor's,"1761,0",Very Low,Male,70.0,Medium,Coordinator, Sales Executive ,Medium,Married,6399.663530605464,19002,2,No,13,"3,0",Very Low,High,11.52060986020989,2,"3,0",1,0,0,Yes
29,No,Travel Rarely,590.0, Research & Development ,4,High School,Unknown,High,Female,91.0,Low,Entry Level, Research Scientist ,Very Low,Divorced,6399.663530605464,10007,1,No,13,"3,0",Medium,Low,11.52060986020989,2,"3,0",1,0,0,Yes
30,No,Unknown,305.0, Research & Development ,16,High School,"1763,0",Medium,Male,58.0,High,Assistant, Healthcare Representative ,Medium,Married,5294.0,9128,3,No,16,"3,0",Medium,Low,10.0,3,"3,0",7,1,7,No
38,No,Travel Rarely,833.0, Research & Development ,18,High School,"1766,0",Low,Male,60.0,Very Low,Assistant, Healthcare Representative ,High,Married,6399.663530605464,24539,3,No,16,"3,0",Medium,Low,11.52060986020989,2,"3,0",1,1,0,Yes
43,Yes,Unknown,807.0, Research & Development ,17,High School,Unknown,Medium,Male,38.0,Low,Entry Level, Research Scientist ,Medium,Unknown,2437.0,15587,9,Yes,16,"3,0",High,Low,6.0,4,"3,0",1,0,0,No
55,No,Travel Rarely,478.0, Research & Development ,44,High School,Unknown,Medium,Male,60.0,Low,Director, Research Director ,Very Low,Married,17729.78101017626,19805,8,No,12,"3,0",Low,High,34.0,2,"3,0",1,0,0,No
21,Yes,Unknown,337.0, Research & Development ,7,Primary,Unknown,Low,Male,31.0,Medium,Entry Level, Sales Representative ,Low,Single,6399.663530605464,4567,1,No,13,"3,0",Low,Zero,11.52060986020989,3,"3,0",1,1,0,Yes
22,Yes,Travel Rarely,1294.0, Research & Development ,45,Primary,"1783,0",Medium,Female,79.0,Medium,Entry Level, Laboratory Technician ,Very Low,Unknown,1097.039885940082,15999,1,Yes,17,"3,0",Medium,Zero,1.0,6,"3,0",1,0,0,Yes
37,No,Travel Rarely,1239.0, Research & Development ,8,Secondary,Unknown,Medium,Male,89.0,Medium,Assistant, Human Resources ,Low,Divorced,4071.0,12832,2,No,13,"3,0",Medium,Zero,19.0,4,"2,0",10,4,7,Yes
42,No,Travel Rarely,1128.0, Research & Development ,13,High School,Unknown,Low,Male,95.0,High,Assistant, Healthcare Representative ,Very Low,Married,5633.242010731766,5696,5,No,18,"3,0",Medium,Medium,10.0,2,"2,0",0,0,0,No
18,No,Unknown,1431.0, Research & Development ,14,High School,"1839,0",Low,Female,33.0,Medium,Entry Level, Research Scientist ,Medium,Single,593.0174276298949,8018,1,No,16,"3,0",Medium,Zero,0.0,4,"1,0",0,0,0,Yes
31,Yes,Travel Rarely,359.0, Research & Development ,18,Postgraduate,"1842,0",High,Male,89.0,High,Entry Level, Human Resources ,Very Low,Married,2956.0,21495,0,No,17,"3,0",Medium,Zero,2.0,4,"3,0",1,0,0,Yes
36,No,Travel Rarely,430.0, Research & Development ,2,Bachelor's,"1847,0",High,Female,73.0,Medium,Assistant, Research Scientist ,Low,Unknown,6399.663530605464,19573,4,Yes,22,"4,0",High,Low,11.52060986020989,2,"3,0",1,0,0,Yes
32,No,Travel Frequently,1318.0, Research & Development ,10,Bachelor's,"1853,0",High,Male,79.0,Medium,Assistant, Sales Executive ,High,Unknown,4648.0,26075,8,No,13,"3,0",Medium,Zero,8.710804654860222,2,"4,0",0,0,0,Yes
29,No,Unknown,726.0, Research & Development ,29,Primary,Unknown,High,Male,93.0,Very Low,Assistant, Healthcare Representative ,Medium,Divorced,6137.264469041953,21143,8,No,17,"3,0",High,Medium,11.0,3,"3,0",7,1,6,No
42,No,Travel Rarely,1142.0, Research & Development ,8,High School,"1860,0",High,Male,66.0281045751634,Medium,Entry Level, Laboratory Technician ,Medium,Unknown,6399.663530605464,13624,4,No,13,"3,0",High,Zero,11.52060986020989,3,"3,0",0,0,0,Yes
29,No,Travel Rarely,352.0, Research & Development ,6,Primary,"1865,0",High,Male,87.0,Low,Entry Level, Human Resources ,Low,Married,2804.0,15434,1,No,11,"3,0",High,Zero,5.7537221729604076,3,"3,0",1,0,0,Yes
29,Yes,Unknown,802.0852348993288, Research & Development ,24,Secondary,Unknown,High,Male,73.0,Low,Entry Level, Research Scientist ,High,Unknown,2439.0,14753,1,Yes,24,"3,0",Low,Zero,1.0,3,"2,0",1,1,0,No
28,No,Travel Rarely,1172.0, Sales ,3,High School,"1875,0",Low,Female,78.0,Medium,Entry Level, Sales Representative ,Low,Unknown,2856.0,3692,1,No,19,"3,0",High,Low,1.0,3,"3,0",1,0,0,Yes
30,Yes,Unknown,945.0, Research & Development ,9,High School,"1876,0",Low,Male,89.0,Medium,Entry Level, Sales Representative ,High,Unknown,6399.663530605464,16019,1,No,13,"3,0",Medium,Zero,11.52060986020989,3,"2,0",1,0,0,No
22,Yes,Travel Rarely,391.0, Research & Development ,7,Primary,Unknown,High,Male,75.0,Medium,Entry Level, Research Scientist ,Low,Single,1097.039885940082,26092,1,No,23,"4,0",Very Low,Zero,1.0,2,"3,0",1,0,0,Yes
26,No,Unknown,482.0, Research & Development ,1,Secondary,"1893,0",Low,Female,90.0,Low,Entry Level, Research Scientist ,Medium,Unknown,2933.0,14908,1,Yes,13,"3,0",Medium,Low,1.0,3,"2,0",1,1,0,No
44,No,Travel Rarely,170.0, Research & Development ,1,Bachelor's,"1903,0",Low,Male,78.0,High,Assistant, Healthcare Representative ,Very Low,Unknown,5633.242010731766,9364,2,No,15,"3,0",High,Low,10.0,5,"3,0",2,2,2,Yes
29,Yes,Travel Frequently,746.0, Sales ,24,High School,"1928,0",Medium,Male,45.0,High,Entry Level, Sales Representative ,Very Low,Single,1091.0,10642,1,No,17,"3,0",High,Zero,1.0,3,"3,0",1,0,0,Yes
28,Yes,Travel Rarely,1475.0, Research & Development ,13,Secondary,"1933,0",High,Female,84.0,Medium,Assistant, Sales Executive ,Medium,Unknown,3617.1521774910175,23352,3,Yes,11,"3,0",High,Zero,6.0,0,"3,0",2,2,2,Yes
56,No,Travel Rarely,1443.0, Research & Development ,11,Postgraduate,"1935,0",High,Female,89.0,Low,Assistant, Sales Executive ,Very Low,Married,6399.663530605464,20328,4,No,16,"3,0",Medium,Low,11.52060986020989,3,"3,0",0,0,0,Yes
39,No,Travel Rarely,867.0, Research & Development ,9,Secondary,"1936,0",Very Low,Male,87.0,Medium,Assistant, Manufacturing Director ,Very Low,Married,5151.0,12315,1,No,25,"4,0",High,Low,10.0,3,"3,0",10,7,9,Yes
58,No,Unknown,605.0, Research & Development ,21,High School,"1938,0",High,Female,72.0,Medium,Manager, Manager ,High,Unknown,6399.663530605464,11761,4,Yes,13,"3,0",Medium,Low,11.52060986020989,2,"2,0",1,0,0,Yes
42,No,Travel Rarely,419.0, Sales ,12,Bachelor's,"1943,0",Low,Male,77.0,Medium,Assistant, Sales Executive ,High,Divorced,7649.331843972514,2900,3,No,12,"3,0",Medium,Medium,14.0,4,"3,0",0,0,0,No
27,Yes,Unknown,1337.0, Research & Development ,22,High School,"1944,0",Very Low,Female,58.0,Low,Entry Level, Human Resources ,Low,Married,2863.0,19555,1,No,12,"3,0",Very Low,Zero,5.848335983389957,2,"3,0",1,0,0,No
38,No,Travel Rarely,1404.0, Research & Development ,1,High School,"1961,0",Very Low,Male,59.0,Low,Entry Level, Sales Representative ,Very Low,Single,2858.0,11473,4,No,14,"3,0",Very Low,Zero,20.0,3,"2,0",1,0,0,Yes
32,No,Unknown,1373.0, Research & Development ,5,Bachelor's,"1966,0",High,Male,56.0,Low,Assistant, Manufacturing Director ,High,Unknown,6399.663530605464,10138,8,No,24,"4,0",Low,Zero,11.52060986020989,1,"3,0",1,0,0,Yes
31,No,Unknown,1276.0, Research & Development ,2,Primary,"1974,0",High,Female,59.0,Very Low,Entry Level, Laboratory Technician ,High,Unknown,1129.0,17536,1,No,11,"3,0",Medium,High,3.0676521311045564,4,"3,0",1,0,0,Yes
25,No,Travel Rarely,309.0, Research & Development ,2,High School,Unknown,Medium,Female,82.0,Medium,Entry Level, Human Resources ,Low,Unknown,3617.1521774910175,19655,4,No,14,"3,0",Medium,Zero,6.0,3,"3,0",2,1,2,No
40,No,Unknown,543.0, Research & Development ,44,Bachelor's,"2012,0",Very Low,Male,83.0,Medium,Entry Level, Laboratory Technician ,High,Married,4625.197094111392,4060,8,No,19,"3,0",Medium,Medium,8.0,3,"2,0",1,0,0,Yes
