,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
1273,31,No,Travel Rarely,1463.0, Research & Development ,23,High School,"367,0",Low,Male,64.0,Low,Assistant, Healthcare Representative ,High,,,14408,0,No,21,,Low,Low,10.0,2,"3,0",9,7,8,Yes
1274,38,No,Travel Rarely,322.0,,7,Secondary,,Very Low,Female,44.0,High,Assistant, Sales Executive ,Very Low,,5605.0,19191,1,Yes,24,"4,0",Medium,Low,8.0,3,"3,0",8,7,7,No
1275,44,Yes,Travel Frequently,920.0,,12,High School,"392,0",Very Low,Male,43.0,Medium,Entry Level, Laboratory Technician ,Medium,,3161.0,19920,3,Yes,22,"4,0",High,Low,19.0,0,"1,0",1,0,0,Yes
1276,36,No,,506.0,,3,High School,"397,0",Medium,Male,30.0,Medium,Assistant, Research Scientist ,Low,Single,,26285,4,,12,"3,0",High,Zero,10.0,2,"3,0",8,7,7,Yes
1277,18,Yes,,, Research & Development ,3,High School,,Medium,Male,54.0,Medium,Entry Level, Laboratory Technician ,Medium,Single,1420.0,25233,1,No,13,"3,0",Medium,Zero,0.0,2,"3,0",0,0,0,Yes
1278,36,No,,566.0,,18,Bachelor's,"407,0",Medium,Male,81.0,High,Entry Level, Laboratory Technician ,High,Married,,7122,4,No,18,"3,0",High,Medium,4.0,2,"3,0",1,0,0,Yes
1279,18,No,,812.0,,10,High School,,High,Female,69.0,Low,Entry Level, Sales Representative ,Medium,,1200.0,9724,1,No,12,"3,0",Very Low,Zero,0.0,2,"3,0",0,0,0,No
1280,39,Yes,Travel Rarely,1162.0,,3,Secondary,"445,0",High,Female,41.0,Medium,Assistant, Sales Executive ,Medium,Married,5238.0,17778,4,Yes,18,"3,0",Very Low,Zero,12.0,3,"2,0",1,0,0,Yes
1281,43,No,Travel Rarely,1001.0, Research & Development ,15,High School,,Very Low,Female,43.0,Medium,Coordinator, Healthcare Representative ,Very Low,Married,9985.0,9262,8,No,16,"3,0",Very Low,Low,,1,"2,0",1,0,0,Yes
1282,47,No,Travel Frequently,1309.0,,4,Primary,,Low,Male,99.0,Medium,Assistant, Sales Representative ,Medium,,,25751,3,No,19,"3,0",Very Low,Zero,5.0,3,"3,0",0,0,0,No
1283,42,No,Travel Rarely,810.0,,23,Postgraduate,"468,0",Very Low,Female,44.0,Medium,Manager, Research Director ,High,Single,15992.0,15901,2,No,14,"3,0",Low,Zero,16.0,2,"3,0",1,0,0,No
1284,32,No,,1062.0,,2,High School,"471,0",Medium,Female,75.0,Medium,Entry Level, Laboratory Technician ,Low,Married,2370.0,3956,1,No,13,,Medium,Low,8.0,4,"3,0",8,0,7,Yes
1285,48,No,Travel Rarely,530.0,,29,Primary,"473,0",Very Low,Female,91.0,Medium,Coordinator, Manager ,Medium,Married,,23978,3,,21,"4,0",Low,Low,15.0,3,"1,0",0,0,0,Yes
1286,42,No,Travel Rarely,1332.0, Research & Development ,2,Bachelor's,"477,0",Very Low,Male,98.0,Low,Assistant, Healthcare Representative ,High,,6781.0,17078,3,,23,"4,0",Low,Zero,,6,"3,0",1,0,0,No
1287,36,No,Non Travel,845.0,,1,Postgraduate,"479,0",High,Female,45.0,Medium,Assistant, Sales Executive ,High,,6653.0,15276,4,,15,,Low,Zero,,6,"3,0",1,0,0,Yes
1288,33,Yes,Travel Rarely,350.0,,5,High School,"485,0",High,Female,34.0,Medium,Entry Level, Sales Representative ,Medium,Single,2851.0,9150,1,,13,,Low,Zero,1.0,2,"3,0",1,0,0,No
1289,46,No,,1144.0, Research & Development ,7,Bachelor's,"487,0",Medium,Female,30.0,Medium,Assistant, Manufacturing Director ,Medium,Married,5258.0,16044,2,,14,"3,0",Medium,Zero,7.0,2,"4,0",1,0,0,Yes
1290,21,Yes,Travel Rarely,156.0, Sales ,12,High School,"494,0",Medium,Female,90.0,High,Entry Level, Sales Representative ,Low,Single,,25422,1,,15,"3,0",High,Zero,1.0,0,"3,0",1,0,0,No
1291,30,No,,202.0,,2,Primary,"508,0",Medium,Male,72.0,Medium,Entry Level, Sales Representative ,Low,,2476.0,17434,1,,18,"3,0",Very Low,Low,,3,"3,0",1,0,0,Yes
1292,30,Yes,Travel Frequently,464.0,,4,High School,"514,0",Medium,Male,40.0,Medium,Entry Level, Research Scientist ,High,Single,2285.0,3427,9,Yes,23,"4,0",Medium,Zero,3.0,4,"3,0",1,0,0,No
1293,32,No,Travel Rarely,1305.0,,10,Bachelor's,"518,0",Medium,Male,49.0,Medium,Assistant, Manufacturing Director ,Low,Single,4197.0,21123,2,,12,"3,0",High,Zero,18.0,2,"2,0",1,0,1,Yes
1294,40,No,Travel Rarely,555.0,,2,High School,,Low,Female,78.0,Low,Assistant, Laboratory Technician ,Medium,Married,3448.0,13436,6,No,22,"4,0",Low,Low,,3,"3,0",1,0,0,Yes
1295,28,No,Travel Rarely,1300.0,,17,Secondary,,Medium,Male,79.0,Medium,Assistant, Laboratory Technician ,Very Low,,4558.0,13535,1,,12,"3,0",High,Low,10.0,2,,10,1,8,No
1296,38,No,Travel Frequently,1490.0,,2,Secondary,"556,0",High,Male,42.0,Medium,Entry Level, Laboratory Technician ,High,Married,1702.0,12106,1,Yes,23,"4,0",Medium,Low,,3,"3,0",1,0,0,No
1297,19,Yes,,489.0,,2,Secondary,"566,0",Very Low,Male,,Low,Entry Level, Human Resources ,High,Single,2564.0,18437,1,No,12,"3,0",Medium,Zero,1.0,3,"4,0",1,0,0,Yes
1298,57,No,Travel Rarely,210.0,,29,High School,"568,0",Very Low,Male,56.0,Low,Manager, Manager ,High,Divorced,,22102,3,No,12,"3,0",Medium,Low,,3,"2,0",1,0,0,Yes
1299,47,No,Travel Rarely,983.0,,2,Secondary,,Very Low,Female,65.0,Medium,Assistant, Manufacturing Director ,High,,5070.0,7389,5,,13,,Medium,High,20.0,2,"3,0",5,0,4,Yes
1300,54,No,Travel Rarely,548.0,,8,Bachelor's,,Medium,Female,42.0,Medium,Assistant, Laboratory Technician ,Medium,Single,3780.0,23428,7,,11,"3,0",Medium,Zero,,3,"3,0",1,0,0,No
1301,31,Yes,Travel Frequently,534.0,,42,High School,,High,Male,66.0,Medium,Coordinator, Healthcare Representative ,Medium,,9824.0,22908,3,No,12,"3,0",Very Low,Zero,12.0,2,"3,0",1,0,0,Yes
1302,18,Yes,Travel Frequently,1306.0,,5,High School,"614,0",Low,Male,69.0,Medium,Entry Level, Sales Representative ,Low,,1878.0,8059,1,Yes,14,"3,0",High,Zero,,3,"3,0",0,0,0,No
1303,40,No,,1094.0,,28,High School,"615,0",Medium,Male,58.0,Very Low,Coordinator, Sales Executive ,Very Low,,,11373,3,No,15,"3,0",Medium,Low,20.0,2,"3,0",1,0,1,Yes
1304,26,No,,775.0,,29,Secondary,,Very Low,Male,45.0,Medium,Assistant, Sales Executive ,Medium,,,4267,5,,12,"3,0",Very Low,Medium,8.0,5,"3,0",0,0,0,Yes
1305,26,Yes,Travel Rarely,471.0, Research & Development ,24,High School,"622,0",Medium,Male,66.0,Very Low,Entry Level, Laboratory Technician ,High,Single,2340.0,23213,1,Yes,18,"3,0",Low,Zero,1.0,3,"1,0",1,0,0,Yes
1306,38,No,,1495.0,,10,High School,,Medium,Female,76.0,Medium,Assistant, Healthcare Representative ,Medium,,,22174,3,No,19,"3,0",Medium,Low,18.0,4,,1,0,0,Yes
1307,24,No,,823.0,,17,Secondary,"643,0",High,Male,94.0,Low,Entry Level, Laboratory Technician ,Low,Married,2127.0,9100,1,No,21,"4,0",High,Low,1.0,2,"3,0",1,0,0,Yes
1308,30,Yes,Travel Frequently,448.0,,12,Bachelor's,"648,0",Low,Male,74.0,Low,Entry Level, Sales Representative ,Very Low,Married,2033.0,14470,1,No,18,"3,0",Medium,Low,1.0,2,"4,0",1,0,0,Yes
1309,37,No,Travel Rarely,558.0,,2,High School,"656,0",High,Male,75.0,Medium,Assistant, Sales Executive ,Medium,Married,9602.0,3010,4,,11,"3,0",Medium,Low,,3,"2,0",3,1,0,No
1310,20,No,Travel Rarely,959.0, Research & Development ,1,High School,"657,0",High,Female,83.0,Low,Entry Level, Research Scientist ,Low,,,11757,1,No,13,,High,Zero,1.0,0,"4,0",1,0,0,Yes
1311,43,No,,782.0,,14,Bachelor's,"661,0",Low,Male,50.0,Low,Manager, Research Director ,High,Divorced,16627.0,2671,4,,14,"3,0",Medium,Low,21.0,3,,1,0,0,No
1312,38,No,,362.0,,27,Primary,"662,0",Medium,Female,,Medium,Entry Level, Research Scientist ,Very Low,,,14561,3,No,17,"3,0",High,Zero,8.0,3,"2,0",0,0,0,Yes
1313,33,No,,1216.0, Sales ,8,Bachelor's,,Medium,Male,39.0,Medium,Assistant, Sales Executive ,Medium,Divorced,,20431,0,,12,"3,0",High,Zero,6.0,3,"3,0",5,1,2,No
1314,30,No,,160.0,,3,High School,,Medium,Female,71.0,Medium,Entry Level, Research Scientist ,Medium,,2083.0,22653,1,No,20,"4,0",Medium,Low,1.0,2,,1,0,0,No
1315,29,No,,, Sales ,44,Secondary,"690,0",Low,Female,62.0,Medium,Assistant, Sales Executive ,Medium,,,3487,1,No,14,"3,0",Very Low,Low,,5,"2,0",6,1,2,No
1316,20,Yes,,1362.0,,10,Primary,"701,0",High,Male,32.0,Medium,Entry Level, Research Scientist ,Medium,Single,1009.0,26999,1,,11,"3,0",High,Zero,,5,"3,0",1,1,1,Yes
1317,35,No,Non Travel,727.0,,20,High School,"704,0",Low,Male,41.0,Low,Entry Level, Laboratory Technician ,Medium,Married,,16900,1,No,18,"3,0",Medium,Medium,1.0,3,"3,0",1,0,0,No
1318,37,No,,1225.0,,10,Secondary,"715,0",High,Male,80.0,High,Entry Level, Research Scientist ,High,Single,,15232,3,No,17,"3,0",Very Low,Zero,,2,,1,0,0,Yes
1319,38,No,,168.0,,1,High School,"743,0",Medium,Female,81.0,Medium,Coordinator, Manufacturing Director ,Medium,Single,7861.0,15397,4,Yes,14,,High,Zero,10.0,4,,1,0,0,Yes
1320,29,No,,1396.0,,10,High School,"749,0",Medium,Male,,Medium,Entry Level, Sales Representative ,Medium,Single,2642.0,2755,1,No,11,"3,0",Medium,Zero,1.0,6,,1,0,0,No
1321,35,No,,1225.0,,2,Bachelor's,,High,Female,61.0,Medium,Assistant, Healthcare Representative ,Very Low,Divorced,,4761,2,No,11,"3,0",Very Low,Low,16.0,2,"4,0",1,0,0,Yes
1322,38,No,Travel Rarely,268.0,,2,Postgraduate,"773,0",High,Male,92.0,Medium,Entry Level, Research Scientist ,Medium,Married,,20471,6,Yes,13,"3,0",Low,Low,,0,"1,0",1,0,1,Yes
1323,34,No,Travel Rarely,167.0,,8,Postgraduate,"775,0",Low,Female,32.0,Medium,Assistant, Manufacturing Director ,Very Low,,5121.0,4187,3,No,14,"3,0",Medium,Low,,3,,0,0,0,Yes
1324,23,Yes,,1243.0,,6,High School,"811,0",Medium,Male,,High,Entry Level, Laboratory Technician ,Very Low,,,3445,1,Yes,21,"4,0",Medium,Medium,1.0,2,"3,0",0,0,0,No
1325,24,No,,1092.0,,9,High School,"812,0",Medium,Male,60.0,Low,Entry Level, Laboratory Technician ,Low,Divorced,2694.0,26551,1,No,11,"3,0",Medium,High,,4,"3,0",1,0,0,No
1326,29,Yes,Travel Rarely,805.0,,1,Secondary,"816,0",Low,Female,36.0,Low,Entry Level, Laboratory Technician ,Very Low,Married,,6689,1,,11,"3,0",High,Low,1.0,1,"3,0",1,0,0,Yes
1327,40,No,Travel Frequently,720.0,,16,Bachelor's,"832,0",Very Low,Male,51.0,Low,Assistant, Laboratory Technician ,Medium,,5094.0,11983,6,No,14,"3,0",High,Zero,10.0,6,"3,0",1,0,0,Yes
1328,30,No,Travel Rarely,, Research & Development ,2,High School,"833,0",Medium,Female,52.0,Low,Assistant, Manufacturing Director ,High,Single,,20234,5,,24,"4,0",Low,Zero,12.0,4,"2,0",0,0,0,Yes
1329,45,No,,252.0,,2,High School,"834,0",Low,Female,95.0,Low,Entry Level, Research Scientist ,Medium,,2274.0,6153,1,No,14,"3,0",High,Zero,1.0,3,"3,0",1,0,0,Yes
1330,27,No,,443.0,,3,High School,,High,Male,50.0,Medium,Entry Level, Research Scientist ,High,Married,,16571,1,,11,"3,0",Medium,High,0.0,6,"2,0",0,0,0,Yes
1331,37,No,,342.0,,16,Bachelor's,,High,Male,66.0,Low,Assistant, Sales Executive ,Medium,,,24558,4,,19,,High,Medium,9.0,2,"3,0",1,0,0,Yes
1332,32,No,,300.0,,1,High School,,High,Male,61.0,Medium,Entry Level, Laboratory Technician ,High,Divorced,2314.0,9148,0,No,12,,Low,Low,4.0,2,"3,0",3,0,2,Yes
1333,53,No,Travel Rarely,868.0,,8,High School,"897,0",Very Low,Male,73.0,Medium,Manager, Sales Executive ,High,Married,,22789,5,,14,"3,0",Medium,Low,28.0,3,"3,0",2,2,2,Yes
1334,37,No,,1252.0,,19,Secondary,"904,0",Very Low,Male,32.0,Medium,Coordinator, Sales Executive ,Low,Single,,4814,1,Yes,13,"3,0",High,Zero,,2,"3,0",10,0,9,No
1335,32,Yes,Travel Rarely,374.0,,25,Bachelor's,"911,0",Very Low,Male,87.0,Medium,Entry Level, Laboratory Technician ,High,,,18016,1,,24,"4,0",Medium,Zero,1.0,2,"1,0",1,0,1,Yes
1336,58,Yes,Travel Frequently,781.0,,2,Primary,"918,0",High,Male,57.0,Low,Entry Level, Laboratory Technician ,High,Divorced,2380.0,13384,9,,14,"3,0",High,Low,3.0,3,"2,0",1,0,0,Yes
1337,43,No,Travel Rarely,177.0,,8,High School,,Very Low,Female,55.0,Medium,Assistant, Manufacturing Director ,Low,Divorced,,23814,4,No,21,"4,0",Medium,Low,4.0,2,"4,0",1,0,0,No
1338,21,Yes,Travel Rarely,1427.0, Research & Development ,18,Primary,"923,0",High,Female,65.0,Medium,Entry Level, Research Scientist ,High,Single,,8870,1,No,19,,Very Low,Zero,,3,"2,0",1,0,0,No
1339,34,No,,546.0,,48,High School,"934,0",High,Male,83.0,Medium,Entry Level, Laboratory Technician ,Low,,2008.0,6896,1,No,14,"3,0",Low,Medium,1.0,3,"3,0",1,1,0,Yes
1340,58,No,,1272.0,,5,High School,"940,0",Medium,Female,37.0,Low,Coordinator, Healthcare Representative ,Low,Divorced,10552.0,9255,2,,13,,High,Low,24.0,3,"3,0",6,0,4,No
1341,48,No,,,,20,Bachelor's,"945,0",High,Male,51.0,Medium,Entry Level, Research Scientist ,Medium,Married,2259.0,5543,4,,17,"3,0",Very Low,Medium,13.0,2,"2,0",0,0,0,No
1342,32,No,Non Travel,1184.0,,1,High School,"951,0",Medium,Female,70.0,Low,Entry Level, Laboratory Technician ,Low,Married,,3974,6,No,20,,Medium,Zero,5.0,3,"3,0",3,0,2,Yes
1343,25,Yes,,867.0,,19,Secondary,"952,0",Medium,Male,36.0,Low,Entry Level, Sales Representative ,Low,Married,2413.0,18798,1,Yes,18,,Medium,High,,2,"3,0",1,0,0,No
1344,40,No,,658.0, Sales ,10,Bachelor's,"954,0",Very Low,Male,67.0,Low,Coordinator, Sales Executive ,Low,Divorced,,20652,2,No,12,"3,0",Low,Low,11.0,2,"2,0",1,0,0,Yes
1345,19,Yes,,419.0,,21,High School,"959,0",High,Male,37.0,Low,Entry Level, Sales Representative ,Low,Single,2121.0,9947,1,Yes,13,"3,0",Low,Zero,1.0,3,"4,0",1,0,0,No
1346,20,Yes,Travel Rarely,129.0, Research & Development ,4,High School,,Very Low,Male,84.0,Medium,Entry Level, Laboratory Technician ,Very Low,Single,,13008,1,,19,"3,0",Low,Zero,1.0,2,"3,0",1,0,0,No
1347,33,No,Travel Rarely,1069.0,,1,High School,,Low,Female,42.0,Low,Assistant, Healthcare Representative ,High,,,12291,0,,14,"3,0",Very Low,Zero,6.0,3,"3,0",5,1,4,Yes
1348,58,Yes,Travel Rarely,289.0,,2,High School,,High,Male,51.0,Medium,Entry Level, Research Scientist ,Medium,Single,2479.0,26227,4,No,24,"4,0",Very Low,Zero,7.0,4,"3,0",1,0,0,No
1349,40,Yes,Non Travel,1479.0,,24,High School,"986,0",Low,Female,100.0,High,Manager, Sales Executive ,Low,Single,13194.0,17071,4,,16,"3,0",High,Zero,22.0,2,"2,0",1,0,0,Yes
1350,29,Yes,Travel Rarely,906.0,,10,High School,"994,0",High,Female,92.0,Low,Entry Level, Research Scientist ,Very Low,Single,,11479,6,Yes,20,"4,0",Medium,Zero,3.0,5,"3,0",0,0,0,Yes
1351,47,No,Travel Rarely,955.0,,18,Secondary,"1003,0",High,Female,83.0,Medium,Assistant, Sales Executive ,High,Single,4163.0,8571,1,Yes,17,"3,0",Medium,Zero,9.0,0,"3,0",9,0,7,No
1352,18,No,,287.0,,5,Secondary,"1012,0",Low,Male,73.0,Medium,Entry Level, Research Scientist ,High,,,13493,1,No,15,"3,0",High,Zero,,2,"3,0",0,0,0,Yes
1353,20,Yes,,1097.0,,16,High School,,High,Female,98.0,Low,Entry Level, Research Scientist ,Very Low,,2600.0,18275,1,Yes,15,"3,0",Very Low,Zero,1.0,2,"3,0",1,0,0,No
1354,42,No,,265.0,,5,Secondary,"1029,0",High,Male,90.0,Medium,Director, Manager ,Medium,,18303.0,7770,6,No,13,"3,0",Low,Zero,21.0,3,"4,0",1,0,0,Yes
1355,50,No,Travel Rarely,804.0, Research & Development ,9,High School,,Very Low,Male,64.0,Medium,Entry Level, Laboratory Technician ,High,Married,2380.0,20165,4,No,18,,Low,Zero,8.0,5,"3,0",1,0,0,Yes
1356,37,Yes,Travel Rarely,1141.0,,11,Secondary,"1033,0",Very Low,Female,61.0,Very Low,Assistant, Healthcare Representative ,Low,,4777.0,14382,5,No,15,"3,0",Very Low,Zero,15.0,2,"1,0",1,0,0,Yes
1357,38,No,,,,3,Bachelor's,,Low,Male,42.0,Medium,Assistant, Sales Executive ,High,,,4981,8,Yes,12,"3,0",Medium,Zero,19.0,1,"3,0",1,0,0,No
1358,36,Yes,,660.0,,15,High School,"1052,0",Very Low,Male,81.0,Medium,Assistant, Laboratory Technician ,Medium,Divorced,,7858,7,,14,"3,0",Low,Low,9.0,3,"2,0",1,0,0,Yes
1359,28,No,Travel Rarely,1144.0, Sales ,10,Primary,"1056,0",High,Male,74.0,Medium,Entry Level, Sales Representative ,Low,Married,1052.0,23384,1,No,22,"4,0",Low,Zero,,5,"3,0",1,0,0,Yes
1360,43,No,,415.0,,25,High School,"1076,0",Medium,Male,,Low,Coordinator, Sales Executive ,High,,,5268,5,No,13,"3,0",Medium,Low,18.0,5,"3,0",1,0,0,Yes
1361,21,Yes,Travel Rarely,1334.0, Research & Development ,10,High School,"1079,0",Medium,Female,36.0,Low,Entry Level, Laboratory Technician ,Very Low,Single,,17258,1,No,13,,Very Low,Zero,1.0,6,"2,0",1,1,0,Yes
1362,51,Yes,Travel Rarely,1323.0,,4,Bachelor's,"1081,0",Very Low,Male,34.0,Medium,Entry Level, Research Scientist ,Medium,Married,2461.0,10332,9,,12,,Medium,High,18.0,2,"4,0",10,2,7,No
1363,37,No,,309.0, Sales ,10,Bachelor's,"1105,0",High,Female,88.0,Low,Assistant, Sales Executive ,High,Divorced,,24223,2,Yes,14,,Medium,High,8.0,5,"3,0",1,0,0,No
1364,28,Yes,,1009.0, Research & Development ,1,High School,"1111,0",Very Low,Male,45.0,Low,Entry Level, Laboratory Technician ,Low,Divorced,2596.0,7160,1,No,15,,Very Low,Medium,,2,"3,0",1,0,0,No
1365,50,Yes,,,,1,Bachelor's,"1113,0",High,Male,81.0,Medium,Assistant, Sales Executive ,Medium,Single,4728.0,17251,3,Yes,14,"3,0",High,Zero,5.0,4,"3,0",0,0,0,Yes
1366,34,No,,697.0,,3,Bachelor's,"1115,0",Medium,Male,40.0,Low,Entry Level, Research Scientist ,High,,,22478,3,No,17,"3,0",High,High,6.0,2,"3,0",0,0,0,Yes
1367,38,No,Travel Rarely,130.0,,2,Secondary,"1125,0",High,Male,32.0,Medium,Coordinator, Sales Executive ,Low,Single,7351.0,20619,7,No,16,"3,0",Medium,Zero,,2,"3,0",1,0,0,Yes
1368,42,No,,188.0,,29,High School,,Low,Male,56.0,Very Low,Assistant, Laboratory Technician ,High,,,9558,4,,19,"3,0",Very Low,Zero,16.0,3,"3,0",1,0,0,No
1369,18,Yes,,247.0,,8,Primary,"1156,0",Medium,Male,80.0,Medium,Entry Level, Laboratory Technician ,Medium,Single,,13556,1,No,12,"3,0",High,Zero,,0,"3,0",0,0,0,Yes
1370,41,No,,167.0,,12,Bachelor's,"1158,0",Low,Male,46.0,Medium,Entry Level, Laboratory Technician ,High,,4766.0,9051,3,Yes,11,"3,0",Very Low,Low,6.0,4,,1,0,0,No
1371,35,No,Travel Rarely,982.0, Research & Development ,1,Bachelor's,"1172,0",High,Male,58.0,Low,Entry Level, Laboratory Technician ,Medium,,2258.0,16340,6,No,12,"3,0",Low,Low,,2,"3,0",8,1,7,Yes
1372,32,No,,862.0, Sales ,2,Primary,"1190,0",Medium,Female,76.0,Medium,Entry Level, Sales Representative ,Very Low,,2827.0,14947,1,,12,"3,0",Medium,High,1.0,3,"3,0",1,0,0,Yes
1373,22,Yes,,1256.0,,3,Bachelor's,,Medium,Male,48.0,Low,Entry Level, Research Scientist ,High,Married,2853.0,4223,0,Yes,11,"3,0",Low,Low,1.0,5,"3,0",0,0,0,Yes
1374,44,No,Non Travel,111.0,,26,High School,"1206,0",Low,Male,74.0,Very Low,Entry Level, Research Scientist ,Medium,Single,2290.0,4279,2,No,13,,High,Zero,6.0,3,"3,0",0,0,0,Yes
1375,41,Yes,Non Travel,906.0,,5,Secondary,"1210,0",Very Low,Male,95.0,Low,Entry Level, Research Scientist ,Very Low,,2107.0,20293,6,No,17,"3,0",Very Low,Low,5.0,2,"1,0",1,0,0,Yes
1376,40,No,Travel Frequently,1184.0,,2,Bachelor's,,Low,Male,62.0,Medium,Assistant, Sales Executive ,Low,,,25440,5,No,12,"3,0",High,High,,2,"3,0",0,0,0,No
1377,24,Yes,,984.0,,17,Secondary,,High,Female,97.0,Medium,Entry Level, Laboratory Technician ,Low,,2210.0,3372,1,,13,"3,0",Very Low,Low,1.0,3,"1,0",1,0,0,Yes
1378,42,No,Travel Frequently,458.0,,26,Postgraduate,"1242,0",Very Low,Female,60.0,Medium,Coordinator, Research Director ,Very Low,Married,13191.0,23281,3,Yes,17,"3,0",Medium,Zero,,6,"3,0",1,0,0,No
1379,49,No,,1098.0, Research & Development ,4,Secondary,"1256,0",Very Low,Male,85.0,Low,Director, Manager ,Medium,Married,,12124,2,,13,,Medium,Low,23.0,2,"4,0",1,0,0,Yes
1380,48,No,Travel Rarely,969.0,,2,Secondary,"1258,0",High,Male,76.0,High,Entry Level, Laboratory Technician ,Low,Single,,16620,5,,11,"3,0",Medium,Zero,7.0,4,"2,0",1,0,0,Yes
1381,29,No,Travel Rarely,1329.0, Research & Development ,7,High School,"1260,0",Medium,Male,82.0,Medium,Assistant, Healthcare Representative ,High,,,4204,1,,11,"3,0",Low,Medium,6.0,2,"3,0",6,1,0,Yes
1382,48,No,,715.0, Research & Development ,1,High School,"1263,0",High,Male,76.0,Low,Director, Research Director ,High,Single,18265.0,8733,6,No,12,"3,0",Medium,Zero,,3,"4,0",1,0,0,Yes
1383,34,No,,1320.0,,20,High School,,Medium,Female,89.0,High,Entry Level, Research Scientist ,Medium,,,21643,0,No,17,"3,0",High,Zero,2.0,5,"2,0",1,0,0,Yes
1384,19,No,,265.0,,25,High School,"1269,0",Low,Female,57.0,High,Entry Level, Research Scientist ,High,Single,,21221,1,,12,"3,0",High,Zero,1.0,2,"3,0",1,0,1,Yes
1385,23,No,,373.0,,1,Secondary,"1270,0",High,Male,47.0,Medium,Entry Level, Research Scientist ,Medium,,,16901,1,No,22,"4,0",High,Low,1.0,2,"3,0",1,0,1,No
1386,25,Yes,Travel Frequently,599.0,,32,Primary,"1273,0",Medium,Male,73.0,Very Low,Entry Level, Sales Representative ,High,Single,1118.0,8040,1,Yes,14,,High,Zero,1.0,4,"3,0",1,1,0,Yes
1387,42,No,,603.0,,34,Bachelor's,,Low,Female,78.0,High,Assistant, Research Scientist ,Low,Married,2372.0,5628,6,Yes,16,"3,0",High,Zero,18.0,2,"3,0",1,0,0,No
1388,51,No,Travel Frequently,968.0,,6,Secondary,,Low,Female,40.0,Low,Entry Level, Laboratory Technician ,Medium,Single,2838.0,4257,0,,14,"3,0",Low,Zero,8.0,6,"2,0",7,7,7,No
1389,45,No,Travel Frequently,364.0,,25,High School,"1306,0",Low,Female,,Medium,Director, Manager ,Low,,18061.0,13035,3,,22,"4,0",Medium,Zero,22.0,4,"3,0",0,0,0,No
1390,27,No,,1291.0,,11,High School,"1364,0",Medium,Female,98.0,High,Entry Level, Sales Representative ,High,Married,,6527,8,,14,,Low,Low,5.0,4,"3,0",1,0,0,Yes
1391,18,No,Non Travel,1124.0,,1,High School,"1368,0",High,Female,97.0,Medium,Entry Level, Laboratory Technician ,High,Single,1611.0,19305,1,,15,"3,0",Medium,Zero,0.0,5,"4,0",0,0,0,No
1392,31,Yes,Travel Frequently,703.0,,2,High School,"1379,0",Medium,Female,90.0,Low,Entry Level, Sales Representative ,High,Single,,11882,7,No,14,"3,0",Medium,Zero,3.0,3,"4,0",1,0,0,Yes
1393,31,Yes,Travel Frequently,,,1,Bachelor's,"1427,0",Low,Female,50.0,Very Low,Entry Level, Sales Representative ,Medium,Single,,16154,1,,12,,Low,Zero,,3,"3,0",1,0,0,No
1394,31,Yes,Travel Rarely,202.0,,8,High School,"1433,0",Very Low,Female,34.0,Low,Entry Level, Research Scientist ,Low,,,22262,1,,12,"3,0",Medium,Zero,,3,"4,0",1,0,0,No
1395,27,No,Travel Rarely,1377.0,,11,Primary,"1434,0",Low,Male,91.0,Medium,Entry Level, Laboratory Technician ,Very Low,Married,,7679,0,,14,"3,0",Low,Zero,6.0,3,"4,0",5,1,4,No
1396,39,Yes,,592.0,,2,High School,"1458,0",Very Low,Female,54.0,Low,Entry Level, Laboratory Technician ,Very Low,Single,,17181,2,Yes,23,"4,0",Low,Zero,11.0,2,"4,0",1,0,0,Yes
1397,44,No,Travel Frequently,383.0,,1,Postgraduate,"1481,0",Very Low,Female,79.0,Medium,Assistant, Sales Executive ,Medium,Married,4768.0,9282,7,,12,,Medium,Low,11.0,4,"2,0",1,0,0,No
1398,30,No,,990.0, Research & Development ,25,High School,"1482,0",Low,Male,,Medium,Entry Level, Research Scientist ,Medium,,1274.0,7152,1,,13,"3,0",Low,Medium,1.0,2,"2,0",1,0,0,No
1399,35,No,Travel Rarely,660.0,,26,Primary,,High,Male,76.0,Medium,Entry Level, Sales Representative ,Medium,,2404.0,16192,1,No,13,,Very Low,Low,1.0,3,"3,0",1,0,0,Yes
1400,24,Yes,Travel Frequently,381.0,,9,High School,"1494,0",Low,Male,89.0,Medium,Entry Level, Laboratory Technician ,Very Low,,,16998,2,,11,"3,0",Medium,Zero,,2,"2,0",0,0,0,No
1401,24,No,,830.0,,13,Secondary,,High,Female,78.0,Medium,Entry Level, Sales Representative ,Low,Married,2033.0,7103,1,,13,"3,0",Medium,Low,1.0,2,,1,0,0,Yes
1402,28,Yes,,289.0,,2,Secondary,"1504,0",Medium,Male,,Low,Entry Level, Laboratory Technician ,Very Low,Single,2561.0,5355,7,No,11,,Medium,Zero,8.0,2,"2,0",0,0,0,Yes
